場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,支部,出身,年齢,締切時刻
住之江,12,20260617,2R,3,3986,B1,沖島　　広和,0,0,0.18,5.15,33.33,54.17,5.62,30.95,59.52,福岡,福岡,48,15:44
住之江,12,20260617,2R,4,5145,A2,島川　　海輝,0,0,0.15,6.02,46.88,57.03,7.00,55.56,77.78,山口,山口,23,15:44
住之江,12,20260617,2R,5,4545,A1,岡村　　慶太,0,0,0.14,6.97,53.21,71.56,6.68,50.00,63.64,福岡,福岡,38,15:44
住之江,12,20260617,2R,6,3589,B1,西村　　　勝,1,0,0.16,4.43,27.16,44.44,4.29,28.57,42.86,埼玉,埼玉,52,15:44
住之江,12,20260617,3R,1,4213,B1,重富　　伸也,0,0,0.15,4.08,25.00,35.53,6.29,42.86,71.43,長崎,長崎,41,16:07
住之江,12,20260617,3R,2,4596,A1,葛原　　大陽,0,0,0.14,5.92,38.02,61.16,6.10,44.83,55.17,徳島,徳島,43,16:07
住之江,12,20260617,3R,3,4485,A2,楠原　　正剛,0,0,0.14,5.15,28.95,50.00,5.63,46.67,53.33,福岡,福岡,40,16:07
住之江,12,20260617,3R,4,5222,A2,津田　　陸翔,0,0,0.16,6.68,51.38,71.56,5.10,30.00,40.00,広島,広島,25,16:07
住之江,12,20260617,3R,5,4086,A2,寺本　　重宣,0,0,0.14,6.27,43.97,62.93,5.73,33.33,53.33,東京,神奈川,46,16:07
住之江,12,20260617,3R,6,5372,B2,上岡　　巧汰,1,0,0.17,1.97,0.00,4.92,1.81,0.00,0.00,広島,広島,23,16:07
住之江,12,20260617,4R,1,4245,B1,高橋　　直哉,0,0,0.19,4.39,22.37,36.84,5.67,33.33,66.67,東京,秋田,44,16:32
住之江,12,20260617,4R,2,4036,A1,金田　　　諭,0,0,0.16,6.60,47.79,71.68,7.53,64.71,76.47,埼玉,埼玉,47,16:32
住之江,12,20260617,4R,3,5243,A2,三馬　　崇史,0,0,0.14,5.16,30.30,48.48,0.00,0.00,0.00,広島,広島,25,16:32
住之江,12,20260617,4R,4,4523,A2,中村　　辰也,0,0,0.14,5.66,34.12,62.35,6.24,44.83,62.07,長崎,長崎,38,16:32
住之江,12,20260617,4R,5,3808,B1,秋田　健太郎,0,0,0.16,4.17,19.75,30.86,3.13,0.00,25.00,埼玉,埼玉,51,16:32
住之江,12,20260617,4R,6,3471,B1,赤峰　　和也,0,0,0.17,3.64,15.58,27.27,4.87,20.00,46.67,佐賀,佐賀,56,16:32
住之江,12,20260617,5R,1,3576,A1,白水　　勝也,0,0,0.17,6.85,48.11,80.19,7.00,57.89,73.68,福岡,福岡,53,17:01
住之江,12,20260617,5R,2,4580,B1,長谷川　雅和,0,0,0.15,5.51,33.73,61.45,5.88,43.75,56.25,岡山,岡山,36,17:01
住之江,12,20260617,5R,3,5076,B1,石原　　　光,0,0,0.16,5.29,33.00,54.00,5.21,31.58,52.63,静岡,静岡,30,17:01
住之江,12,20260617,5R,4,4683,B2,向井田　直弥,0,0,0.14,3.53,22.22,26.67,5.14,14.29,42.86,広島,広島,35,17:01
住之江,12,20260617,5R,5,3660,B1,長谷川　親王,0,0,0.21,2.94,6.15,16.92,4.06,11.11,33.33,香川,香川,56,17:01
住之江,12,20260617,5R,6,3940,A1,飯山　　　泰,0,0,0.15,6.33,45.74,61.24,0.00,0.00,0.00,東京,長野,48,17:01
住之江,12,20260617,6R,1,5077,B2,滝沢　　　崚,0,0,0.20,4.31,22.41,36.21,3.17,16.67,33.33,埼玉,埼玉,29,17:31
住之江,12,20260617,6R,2,4077,B1,品田　　直樹,0,0,0.18,5.90,36.19,60.00,4.70,20.00,50.00,東京,神奈川,47,17:31
住之江,12,20260617,6R,3,5136,A2,濱野　　斗馬,0,0,0.16,6.51,46.43,65.18,6.91,54.55,72.73,香川,香川,26,17:31
住之江,12,20260617,6R,4,4545,A1,岡村　　慶太,0,0,0.14,6.97,53.21,71.56,6.68,50.00,63.64,福岡,福岡,38,17:31
住之江,12,20260617,6R,5,4610,A2,佐藤　　大佑,1,0,0.16,6.16,46.03,56.35,5.50,46.15,53.85,東京,千葉,35,17:31
住之江,12,20260617,6R,6,4116,B1,川田　　正人,1,0,0.17,4.89,21.62,47.30,4.42,33.33,41.67,徳島,徳島,45,17:31
住之江,12,20260617,7R,1,5124,B2,上瀧　　絢也,0,0,0.18,4.37,22.39,41.79,1.88,0.00,0.00,佐賀,佐賀,30,17:53
住之江,12,20260617,7R,2,5073,A2,上原　健次郎,0,0,0.16,5.68,34.86,53.21,6.26,44.12,61.76,福岡,沖縄,30,17:53
住之江,12,20260617,7R,3,4213,B1,重富　　伸也,0,0,0.15,4.08,25.00,35.53,6.29,42.86,71.43,長崎,長崎,41,17:53
住之江,12,20260617,7R,4,4376,A2,藤田　　靖弘,0,0,0.16,5.66,40.46,53.44,6.18,42.86,64.29,静岡,静岡,42,17:53
住之江,12,20260617,7R,5,5372,B2,上岡　　巧汰,1,0,0.17,1.97,0.00,4.92,1.81,0.00,0.00,広島,広島,23,17:53
住之江,12,20260617,7R,6,4167,B1,片岡　　秀樹,0,0,0.16,3.59,10.67,26.67,4.78,22.22,55.56,徳島,徳島,44,17:53
住之江,12,20260617,8R,1,3471,B1,赤峰　　和也,0,0,0.17,3.64,15.58,27.27,4.87,20.00,46.67,佐賀,佐賀,56,18:23
住之江,12,20260617,8R,2,4189,A2,川上　　　剛,1,0,0.15,6.13,39.53,61.24,6.00,46.43,57.14,福岡,福岡,45,18:23
住之江,12,20260617,8R,3,5145,A2,島川　　海輝,0,0,0.15,6.02,46.88,57.03,7.00,55.56,77.78,山口,山口,23,18:23
住之江,12,20260617,8R,4,4969,B1,町田　　洸希,0,0,0.16,4.56,20.69,45.98,5.15,30.00,55.00,長崎,長崎,35,18:23
住之江,12,20260617,8R,5,4596,A1,葛原　　大陽,0,0,0.14,5.92,38.02,61.16,6.10,44.83,55.17,徳島,徳島,43,18:23
住之江,12,20260617,8R,6,4508,B1,野間　　大樹,1,0,0.18,5.19,33.77,57.14,4.45,28.57,41.07,大阪,大阪,37,18:23
住之江,12,20260617,9R,1,3808,B1,秋田　健太郎,0,0,0.16,4.17,19.75,30.86,3.13,0.00,25.00,埼玉,埼玉,51,18:50
住之江,12,20260617,9R,2,4485,A2,楠原　　正剛,0,0,0.14,5.15,28.95,50.00,5.63,46.67,53.33,福岡,福岡,40,18:50
住之江,12,20260617,9R,3,5303,B1,土井　　歩夢,0,0,0.17,5.70,33.73,56.63,0.00,0.00,0.00,福岡,福岡,23,18:50
住之江,12,20260617,9R,4,3940,A1,飯山　　　泰,0,0,0.15,6.33,45.74,61.24,0.00,0.00,0.00,東京,長野,48,18:50
住之江,12,20260617,9R,5,4292,A1,麻生　　慎介,0,0,0.14,6.38,43.88,63.27,7.00,37.50,75.00,広島,広島,41,18:50
住之江,12,20260617,9R,6,3211,B1,北川　　敏弘,0,0,0.18,4.21,19.35,29.03,3.87,6.67,33.33,佐賀,佐賀,64,18:50
住之江,12,20260617,10R,1,4077,B1,品田　　直樹,0,0,0.18,5.90,36.19,60.00,4.70,20.00,50.00,東京,神奈川,47,19:27
住之江,12,20260617,10R,2,4086,A2,寺本　　重宣,0,0,0.14,6.27,43.97,62.93,5.73,33.33,53.33,東京,神奈川,46,19:27
住之江,12,20260617,10R,3,4523,A2,中村　　辰也,0,0,0.14,5.66,34.12,62.35,6.24,44.83,62.07,長崎,長崎,38,19:27
住之江,12,20260617,10R,4,3576,A1,白水　　勝也,0,0,0.17,6.85,48.11,80.19,7.00,57.89,73.68,福岡,福岡,53,19:27
住之江,12,20260617,10R,5,5136,A2,濱野　　斗馬,0,0,0.16,6.51,46.43,65.18,6.91,54.55,72.73,香川,香川,26,19:27
住之江,12,20260617,10R,6,4036,A1,金田　　　諭,0,0,0.16,6.60,47.79,71.68,7.53,64.71,76.47,埼玉,埼玉,47,19:27
住之江,12,20260617,11R,1,4376,A2,藤田　　靖弘,0,0,0.16,5.66,40.46,53.44,6.18,42.86,64.29,静岡,静岡,42,20:01
住之江,12,20260617,11R,2,5243,A2,三馬　　崇史,0,0,0.14,5.16,30.30,48.48,0.00,0.00,0.00,広島,広島,25,20:01
住之江,12,20260617,11R,3,5222,A2,津田　　陸翔,0,0,0.16,6.68,51.38,71.56,5.10,30.00,40.00,広島,広島,25,20:01
住之江,12,20260617,11R,4,5073,A2,上原　健次郎,0,0,0.16,5.68,34.86,53.21,6.26,44.12,61.76,福岡,沖縄,30,20:01
住之江,12,20260617,11R,5,4245,B1,高橋　　直哉,0,0,0.19,4.39,22.37,36.84,5.67,33.33,66.67,東京,秋田,44,20:01
住之江,12,20260617,11R,6,5077,B2,滝沢　　　崚,0,0,0.20,4.31,22.41,36.21,3.17,16.67,33.33,埼玉,埼玉,29,20:01
住之江,12,20260617,12R,1,3415,A1,松井　　　繁,0,0,0.14,6.97,39.81,62.04,7.23,51.56,73.44,大阪,大阪,56,20:38
住之江,12,20260617,12R,2,4281,B1,大澤　　大夢,0,0,0.14,4.91,30.26,48.68,5.36,32.00,52.00,埼玉,埼玉,42,20:38
住之江,12,20260617,12R,3,4514,A1,上條　　嘉嗣,0,0,0.18,6.70,55.08,70.34,6.91,53.70,72.22,大阪,大阪,36,20:38
住之江,12,20260617,12R,4,3933,B1,山地　　正樹,0,0,0.18,5.60,40.59,56.44,3.67,16.67,25.00,岡山,岡山,49,20:38
住之江,12,20260617,12R,5,5083,B1,柳瀬　　幹太,0,0,0.15,5.03,33.82,47.06,0.00,0.00,0.00,山口,山口,27,20:38
住之江,12,20260617,12R,6,4418,A1,茅原　　悠紀,0,0,0.12,7.86,55.45,70.30,10.19,75.00,93.75,岡山,岡山,38,20:38
尼崎,13,20260620,1R,1,4010,B1,越智　　照浩,0,0,0.18,3.96,16.00,32.00,3.95,10.53,36.84,香川,愛媛,46,10:36
尼崎,13,20260620,1R,2,3977,B1,山本　　兼士,0,0,0.16,4.47,20.88,40.66,3.84,16.00,36.00,大阪,大阪,49,10:36
尼崎,13,20260620,1R,3,4239,A1,竹田　　辰也,0,0,0.14,6.43,52.75,64.84,6.56,55.56,66.67,山口,山口,42,10:36
尼崎,13,20260620,1R,4,3580,B1,水口　　由紀,0,0,0.19,3.86,19.79,32.29,4.81,31.25,43.75,滋賀,京都,53,10:36
尼崎,13,20260620,1R,5,3474,B1,松瀬　　弘美,0,0,0.17,4.39,24.53,39.62,4.90,25.00,50.00,静岡,静岡,55,10:36
尼崎,13,20260620,1R,6,3352,B1,小川　　晃司,0,0,0.17,4.51,13.04,43.48,4.39,5.56,44.44,福岡,福岡,57,10:36
尼崎,13,20260620,2R,1,3535,B1,渡　　　修平,0,0,0.18,4.03,24.00,36.00,4.09,20.37,35.19,兵庫,兵庫,53,11:05
尼崎,13,20260620,2R,2,4522,A1,古澤　　光紀,0,0,0.15,5.81,42.48,54.87,6.08,53.85,53.85,福岡,福岡,38,11:05
尼崎,13,20260620,2R,3,5153,B1,佐藤　ほのか,1,0,0.17,4.06,21.21,35.35,3.53,10.53,26.32,東京,東京,30,11:05
尼崎,13,20260620,2R,4,5140,B1,吉田　　彩乃,0,0,0.19,4.86,26.25,46.25,3.22,22.22,22.22,静岡,静岡,25,11:05
尼崎,13,20260620,2R,5,3294,B1,野中　　義生,1,0,0.14,4.36,20.90,41.79,4.17,16.67,41.67,静岡,静岡,60,11:05
尼崎,13,20260620,2R,6,4297,A1,山田　　哲也,0,0,0.12,6.31,43.48,61.74,6.78,50.00,61.11,東京,千葉,43,11:05
尼崎,13,20260620,3R,1,3878,B1,胡本　　悟志,0,0,0.18,4.39,20.27,35.14,3.94,14.71,29.41,山口,山口,49,11:29
尼崎,13,20260620,3R,2,3900,A1,香川　　素子,0,0,0.16,6.17,44.66,66.99,5.29,42.86,57.14,滋賀,大阪,49,11:29
尼崎,13,20260620,3R,3,3268,B1,森　　　竜也,0,0,0.17,4.43,26.37,35.16,3.57,14.29,19.05,三重,三重,61,11:29
尼崎,13,20260620,3R,4,5434,B2,藤田　　康生,0,0,,2.73,5.45,14.55,3.00,0.00,16.67,静岡,静岡,21,11:29
尼崎,13,20260620,3R,5,5247,B1,大森　　　翼,0,0,0.16,4.67,23.30,46.60,4.49,25.00,42.50,兵庫,兵庫,24,11:29
尼崎,13,20260620,3R,6,4607,A2,鶴田　　勇雄,0,0,0.18,5.77,34.43,58.20,6.58,57.69,65.38,福岡,福岡,37,11:29
尼崎,13,20260620,4R,1,4680,B1,後藤　　美翼,0,0,0.19,5.78,37.78,58.89,6.36,36.36,72.73,東京,東京,36,12:00
尼崎,13,20260620,4R,2,4787,A1,椎名　　　豊,0,0,0.13,7.00,57.39,72.17,6.22,38.89,55.56,群馬,群馬,37,12:00
尼崎,13,20260620,4R,3,4041,B2,小林　　基樹,0,0,0.22,4.43,21.43,35.71,0.00,0.00,0.00,山口,山口,46,12:00
尼崎,13,20260620,4R,4,3748,B1,小黒　　竜吾,0,0,0.17,4.41,19.54,37.93,0.00,0.00,0.00,埼玉,埼玉,50,12:00
尼崎,13,20260620,4R,5,5123,B1,福山　恵里奈,0,0,0.16,4.36,25.96,40.38,3.14,14.29,14.29,山口,山口,30,12:00
尼崎,13,20260620,4R,6,3686,A2,鳥居塚　孝博,1,0,0.14,6.12,39.81,62.04,5.65,41.94,54.84,群馬,群馬,51,12:00
尼崎,13,20260620,5R,1,3591,B2,後藤　　孝義,0,0,0.17,3.30,10.61,22.73,2.72,4.00,12.00,静岡,静岡,57,12:31
尼崎,13,20260620,5R,2,3859,B1,多羅尾　達之,0,0,0.15,4.43,25.00,40.79,4.00,22.22,22.22,東京,神奈川,53,12:31
尼崎,13,20260620,5R,3,4769,A2,馬場　　　剛,0,0,0.12,6.50,44.25,66.37,7.43,71.43,71.43,東京,東京,33,12:31
尼崎,13,20260620,5R,4,3352,B1,小川　　晃司,0,0,0.17,4.51,13.04,43.48,4.39,5.56,44.44,福岡,福岡,57,12:31
尼崎,13,20260620,5R,5,4446,A1,和田　　兼輔,0,0,0.13,6.77,50.45,69.37,6.19,43.75,63.28,兵庫,兵庫,39,12:31
尼崎,13,20260620,5R,6,4393,B1,田中　　孝明,0,0,0.19,4.25,20.25,35.44,4.95,19.05,52.38,福岡,福岡,40,12:31
尼崎,13,20260620,6R,1,4215,A2,吉島　　祥之,0,0,0.15,5.53,35.24,55.24,4.82,29.41,47.06,愛知,愛知,41,13:08
尼崎,13,20260620,6R,2,3535,B1,渡　　　修平,0,0,0.18,4.03,24.00,36.00,4.09,20.37,35.19,兵庫,兵庫,53,13:08
尼崎,13,20260620,6R,3,4511,B1,中岡　　健人,0,0,0.17,4.85,22.78,51.90,3.92,18.42,31.58,香川,高知,37,13:08
尼崎,13,20260620,6R,4,4798,A1,浜先　　真範,0,0,0.13,6.38,42.86,62.70,6.00,33.33,66.67,広島,広島,33,13:08
尼崎,13,20260620,6R,5,3977,B1,山本　　兼士,0,0,0.16,4.47,20.88,40.66,3.84,16.00,36.00,大阪,大阪,49,13:08
尼崎,13,20260620,6R,6,3392,B1,小森　　信雄,0,0,0.18,4.38,18.18,36.36,4.78,22.22,44.44,三重,三重,60,13:08
尼崎,13,20260620,7R,1,5205,A2,刑部　亜里紗,0,0,0.19,5.88,38.05,58.41,0.00,0.00,0.00,静岡,静岡,29,13:37
尼崎,13,20260620,7R,2,3878,B1,胡本　　悟志,0,0,0.18,4.39,20.27,35.14,3.94,14.71,29.41,山口,山口,49,13:37
尼崎,13,20260620,7R,3,4297,A1,山田　　哲也,0,0,0.12,6.31,43.48,61.74,6.78,50.00,61.11,東京,千葉,43,13:37
尼崎,13,20260620,7R,4,3474,B1,松瀬　　弘美,0,0,0.17,4.39,24.53,39.62,4.90,25.00,50.00,静岡,静岡,55,13:37
尼崎,13,20260620,7R,5,4496,A2,内堀　　　学,0,0,0.18,6.64,54.10,68.03,6.90,61.90,76.19,東京,東京,39,13:37
尼崎,13,20260620,7R,6,5425,B2,西山　　　育,0,0,,1.32,0.00,1.79,1.17,0.00,0.00,三重,三重,24,13:37
尼崎,13,20260620,8R,1,4109,A1,谷津　　幸宏,0,0,0.13,5.91,37.21,62.02,7.06,52.94,76.47,埼玉,埼玉,46,14:09
尼崎,13,20260620,8R,2,4041,B2,小林　　基樹,0,0,0.22,4.43,21.43,35.71,0.00,0.00,0.00,山口,山口,46,14:09
尼崎,13,20260620,8R,3,5092,A2,篠原　　晟弥,0,0,0.12,6.21,46.67,60.00,7.27,63.64,72.73,福岡,福岡,25,14:09
尼崎,13,20260620,8R,4,4010,B1,越智　　照浩,0,0,0.18,3.96,16.00,32.00,3.95,10.53,36.84,香川,愛媛,46,14:09
尼崎,13,20260620,8R,5,3900,A1,香川　　素子,0,0,0.16,6.17,44.66,66.99,5.29,42.86,57.14,滋賀,大阪,49,14:09
尼崎,13,20260620,8R,6,5140,B1,吉田　　彩乃,0,0,0.19,4.86,26.25,46.25,3.22,22.22,22.22,静岡,静岡,25,14:09
尼崎,13,20260620,9R,1,4239,A1,竹田　　辰也,0,0,0.14,6.43,52.75,64.84,6.56,55.56,66.67,山口,山口,42,14:39
尼崎,13,20260620,9R,2,4163,A2,山崎　　裕司,0,0,0.17,5.25,35.96,49.12,5.75,45.00,60.00,広島,広島,44,14:39
尼崎,13,20260620,9R,3,4449,B1,中嶋　　達也,0,0,0.16,3.69,19.35,30.65,4.04,21.62,33.78,兵庫,兵庫,39,14:39
尼崎,13,20260620,9R,4,5153,B1,佐藤　ほのか,1,0,0.17,4.06,21.21,35.35,3.53,10.53,26.32,東京,東京,30,14:39
尼崎,13,20260620,9R,5,3859,B1,多羅尾　達之,0,0,0.15,4.43,25.00,40.79,4.00,22.22,22.22,東京,神奈川,53,14:39
尼崎,13,20260620,9R,6,3268,B1,森　　　竜也,0,0,0.17,4.43,26.37,35.16,3.57,14.29,19.05,三重,三重,61,14:39
尼崎,13,20260620,10R,1,4798,A1,浜先　　真範,0,0,0.13,6.38,42.86,62.70,6.00,33.33,66.67,広島,広島,33,15:10
尼崎,13,20260620,10R,2,3580,B1,水口　　由紀,0,0,0.19,3.86,19.79,32.29,4.81,31.25,43.75,滋賀,京都,53,15:10
尼崎,13,20260620,10R,3,3294,B1,野中　　義生,1,0,0.14,4.36,20.90,41.79,4.17,16.67,41.67,静岡,静岡,60,15:10
尼崎,13,20260620,10R,4,4769,A2,馬場　　　剛,0,0,0.12,6.50,44.25,66.37,7.43,71.43,71.43,東京,東京,33,15:10
尼崎,13,20260620,10R,5,3748,B1,小黒　　竜吾,0,0,0.17,4.41,19.54,37.93,0.00,0.00,0.00,埼玉,埼玉,50,15:10
尼崎,13,20260620,10R,6,5247,B1,大森　　　翼,0,0,0.16,4.67,23.30,46.60,4.49,25.00,42.50,兵庫,兵庫,24,15:10
尼崎,13,20260620,11R,1,4787,A1,椎名　　　豊,0,0,0.13,7.00,57.39,72.17,6.22,38.89,55.56,群馬,群馬,37,15:36
尼崎,13,20260620,11R,2,5158,A2,宮脇　　遼太,0,0,0.17,6.84,55.45,69.09,0.00,0.00,0.00,福岡,福岡,28,15:36
尼崎,13,20260620,11R,3,4601,A2,森野　　正弘,0,0,0.14,6.64,51.28,64.96,6.10,50.00,50.00,山口,山口,41,15:36
尼崎,13,20260620,11R,4,4215,A2,吉島　　祥之,0,0,0.15,5.53,35.24,55.24,4.82,29.41,47.06,愛知,愛知,41,15:36
尼崎,13,20260620,11R,5,5205,A2,刑部　亜里紗,0,0,0.19,5.88,38.05,58.41,0.00,0.00,0.00,静岡,静岡,29,15:36
尼崎,13,20260620,11R,6,5434,B2,藤田　　康生,0,0,,2.73,5.45,14.55,3.00,0.00,16.67,静岡,静岡,21,15:36
尼崎,13,20260620,12R,1,4446,A1,和田　　兼輔,0,0,0.13,6.77,50.45,69.37,6.19,43.75,63.28,兵庫,兵庫,39,16:13
尼崎,13,20260620,12R,2,4496,A2,内堀　　　学,0,0,0.18,6.64,54.10,68.03,6.90,61.90,76.19,東京,東京,39,16:13
尼崎,13,20260620,12R,3,4607,A2,鶴田　　勇雄,0,0,0.18,5.77,34.43,58.20,6.58,57.69,65.38,福岡,福岡,37,16:13
尼崎,13,20260620,12R,4,4109,A1,谷津　　幸宏,0,0,0.13,5.91,37.21,62.02,7.06,52.94,76.47,埼玉,埼玉,46,16:13
尼崎,13,20260620,12R,5,4680,B1,後藤　　美翼,0,0,0.19,5.78,37.78,58.89,6.36,36.36,72.73,東京,東京,36,16:13
尼崎,13,20260620,12R,6,4522,A1,古澤　　光紀,0,0,0.15,5.81,42.48,54.87,6.08,53.85,53.85,福岡,福岡,38,16:13
丸亀,15,20260620,1R,1,5299,B1,西丸　　敦基,0,0,0.17,6.05,44.55,58.42,4.64,24.42,44.19,香川,香川,23,15:18
丸亀,15,20260620,1R,2,5237,B1,永松　　良教,0,0,0.14,3.76,17.07,31.71,3.13,12.50,25.00,福岡,福岡,26,15:18
丸亀,15,20260620,1R,3,5211,B1,高井　　駿弥,0,0,0.18,4.31,16.87,39.76,0.00,0.00,0.00,愛知,愛知,27,15:18
丸亀,15,20260620,1R,4,5403,B2,藤山　　湧太,0,0,0.19,2.03,1.33,6.67,0.00,0.00,0.00,徳島,徳島,22,15:18
丸亀,15,20260620,1R,5,5271,B1,杉山　　太陽,0,0,0.17,3.72,15.28,30.56,2.58,12.12,12.12,福岡,福岡,24,15:18
丸亀,15,20260620,1R,6,5343,B1,小林　　礼央,0,0,0.19,3.73,15.19,27.85,1.42,0.00,5.26,広島,広島,23,15:18
丸亀,15,20260620,2R,1,5157,B1,市川　　健太,0,0,0.16,4.05,21.84,34.48,3.67,11.11,22.22,滋賀,京都,28,15:42
丸亀,15,20260620,2R,2,5201,B1,村上　宗太郎,0,0,0.22,5.48,38.71,51.61,0.00,0.00,0.00,東京,北海道,23,15:42
丸亀,15,20260620,2R,3,5288,B1,尾道　　佳諭,0,0,0.16,3.58,12.50,25.00,0.00,0.00,0.00,埼玉,長崎,26,15:42
丸亀,15,20260620,2R,4,5345,B1,牧村　　俊輝,0,0,0.20,3.16,7.69,17.31,0.00,0.00,0.00,愛知,岐阜,22,15:42
丸亀,15,20260620,2R,5,5257,A1,西丸　侑太朗,0,0,0.15,6.31,42.04,61.15,6.05,40.31,60.47,香川,香川,22,15:42
丸亀,15,20260620,2R,6,5431,B2,得山　　大輝,0,0,,1.59,0.00,1.56,0.00,0.00,0.00,広島,広島,21,15:42
丸亀,15,20260620,3R,1,5147,B2,田中　　勇輔,1,0,0.16,4.44,27.87,40.98,0.00,0.00,0.00,埼玉,埼玉,32,16:09
丸亀,15,20260620,3R,2,5258,B1,仲本　　　舜,0,0,0.17,4.74,27.38,41.67,0.00,0.00,0.00,福岡,沖縄,20,16:09
丸亀,15,20260620,3R,3,5221,A1,竹間　　隆晟,0,0,0.15,6.61,47.18,66.90,5.62,46.15,53.85,大阪,大阪,25,16:09
丸亀,15,20260620,3R,4,5339,B1,石井　　伸長,0,0,0.16,5.36,31.58,55.26,4.54,23.68,39.47,香川,愛媛,25,16:09
丸亀,15,20260620,3R,5,5330,A2,安河内鈴之介,0,0,0.15,6.34,48.06,62.79,3.90,10.00,30.00,福岡,福岡,22,16:09
丸亀,15,20260620,3R,6,5186,B1,遠藤　　圭吾,0,0,0.17,4.44,30.16,39.68,0.00,0.00,0.00,東京,神奈川,26,16:09
丸亀,15,20260620,4R,1,5190,B1,大月　　遊雅,0,0,0.18,4.44,22.22,42.22,3.40,20.00,30.00,東京,茨城,25,16:39
丸亀,15,20260620,4R,2,5207,B1,高山　　敬悟,0,0,0.15,5.31,38.03,50.70,1.29,0.00,0.00,福岡,福岡,28,16:39
丸亀,15,20260620,4R,3,5315,B1,浅井　　　翼,0,0,0.17,2.29,5.80,13.04,3.79,21.43,35.71,埼玉,北海道,25,16:39
丸亀,15,20260620,4R,4,5143,B1,常盤　　海心,0,0,0.19,4.06,21.43,40.82,4.37,16.67,50.00,徳島,徳島,25,16:39
丸亀,15,20260620,4R,5,5028,A1,原田　才一郎,0,0,0.16,6.73,51.46,67.96,0.00,0.00,0.00,福岡,福岡,29,16:39
丸亀,15,20260620,4R,6,5280,A2,廣瀬　　　凜,0,0,0.17,7.05,54.26,75.19,4.50,30.00,30.00,滋賀,京都,23,16:39
丸亀,15,20260620,5R,1,5325,B1,澁川　　　夏,0,0,0.16,5.66,36.89,61.17,4.11,11.11,33.33,大阪,大阪,22,17:04
丸亀,15,20260620,5R,2,5262,B1,鈴木　　章司,0,0,0.20,4.40,22.22,38.89,2.40,0.00,20.00,愛知,愛知,28,17:04
丸亀,15,20260620,5R,3,5308,B1,藤森　　拓海,0,0,0.19,4.47,25.00,40.63,3.00,8.33,20.83,福岡,福岡,21,17:04
丸亀,15,20260620,5R,4,5114,A2,小林　　孝彰,0,0,0.16,5.78,42.52,60.63,4.50,20.00,40.00,福井,石川,26,17:04
丸亀,15,20260620,5R,5,5131,B1,江藤　　敦宏,0,0,0.18,4.12,19.75,32.10,3.50,0.00,16.67,福岡,福岡,27,17:04
丸亀,15,20260620,5R,6,5191,A1,飛田　　江己,0,0,0.13,6.84,52.90,69.57,8.30,80.00,80.00,埼玉,東京,25,17:04
丸亀,15,20260620,6R,1,5359,B1,佐藤　　世那,0,0,0.16,4.68,28.05,45.12,5.73,45.45,45.45,東京,宮城,20,17:33
丸亀,15,20260620,6R,2,5328,B1,井上　　慧人,0,0,0.18,3.86,15.28,31.94,2.81,7.69,23.08,福岡,福岡,22,17:33
丸亀,15,20260620,6R,3,5278,A1,田中　　駿兵,0,0,0.14,7.28,60.96,73.97,6.38,50.00,56.25,徳島,徳島,23,17:33
丸亀,15,20260620,6R,4,5237,B1,永松　　良教,0,0,0.14,3.76,17.07,31.71,3.13,12.50,25.00,福岡,福岡,26,17:33
丸亀,15,20260620,6R,5,5318,B1,河内　　一馬,0,0,0.18,3.66,14.74,28.42,0.00,0.00,0.00,愛知,愛知,25,17:33
丸亀,15,20260620,6R,6,5216,A2,長谷川　晴哉,0,0,0.15,6.25,42.86,67.14,5.63,37.50,62.50,群馬,群馬,26,17:33
丸亀,15,20260620,7R,1,5276,B1,大島　隆乃介,0,0,0.16,4.55,18.37,40.82,5.00,29.41,52.94,福岡,福岡,24,18:00
丸亀,15,20260620,7R,2,5224,A1,西岡　　顕心,0,0,0.15,7.25,50.39,70.08,7.03,48.30,75.57,香川,香川,24,18:00
丸亀,15,20260620,7R,3,5345,B1,牧村　　俊輝,0,0,0.20,3.16,7.69,17.31,0.00,0.00,0.00,愛知,岐阜,22,18:00
丸亀,15,20260620,7R,4,5255,A2,藤原　　仙二,1,0,0.17,6.87,50.00,71.43,6.63,52.63,68.42,滋賀,滋賀,22,18:00
丸亀,15,20260620,7R,5,5343,B1,小林　　礼央,0,0,0.19,3.73,15.19,27.85,1.42,0.00,5.26,広島,広島,23,18:00
丸亀,15,20260620,7R,6,5258,B1,仲本　　　舜,0,0,0.17,4.74,27.38,41.67,0.00,0.00,0.00,福岡,沖縄,20,18:00
丸亀,15,20260620,8R,1,5330,A2,安河内鈴之介,0,0,0.15,6.34,48.06,62.79,3.90,10.00,30.00,福岡,福岡,22,18:27
丸亀,15,20260620,8R,2,5282,B1,中本　　大樹,0,0,0.17,5.48,33.94,57.80,3.93,13.33,33.33,福井,石川,23,18:27
丸亀,15,20260620,8R,3,5068,A1,前田　　　滉,0,0,0.15,7.40,58.43,67.42,0.00,0.00,0.00,愛知,愛知,26,18:27
丸亀,15,20260620,8R,4,5368,B2,宮崎　心之介,0,0,0.21,5.35,38.18,56.36,2.11,0.00,11.11,埼玉,埼玉,24,18:27
